과목명,강의 내용,상세 URL
"Vue3 완벽 마스터: 기초부터 실전까지 - ""기본편""",Vue.js 3로 웹 개발을 할 수 있도록 공식문서를 기반으로 하여 Vue 3 스펙을 자세하고 깊이있게 다룹니다.,https://www.inflearn.com/course/vue-완벽-기본?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
소프트웨어 업데이트 : Re-Programming 과정에 대한 이해,"자동차 업계에서 출시한 제품의 소프트웨어 업데이트 과정인 Re-Programming, OTA 과정에 대한 강의입니다.",https://www.inflearn.com/course/소프트웨어-업데이트-리프로그래밍?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
10주완성 C++ 코딩테스트 | 알고리즘 코딩테스트,"네이버, 카카오, 삼성의 코딩테스트를 10주만에 합격시킨 최고의 코딩테스트 강의!",https://www.inflearn.com/course/10주완성-코딩테스트-큰돌?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
6일 만에 배우는 파이토치 딥러닝 기초,"6일 동안 하루 3시간씩 투자하면, 파이토치를 이용한 딥러닝 기초를 배울 수 있습니다. 자~ 시작해 볼까요?",https://www.inflearn.com/course/6일만에-배우는-파이토치-딥러닝-기초?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
이해하면 인생이 바뀌는 Windows API hook,특정 응용 프로그램이 각종 API 함수들을 호출하는 과정을 가로채는 방법을 배워 보안 시스템을 개발할 수 있는 기술을 확보합니다. ※절대 악용금지!!!,https://www.inflearn.com/course/인생이-바뀌는-windows-api-hook?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
[개정판] 딥러닝 컴퓨터 비전 완벽 가이드,본 강의는 Object Detection과 Segmentation에 대한 깊이 있는 이론 설명과 현업에서 바로 사용될 수 있는 수준의 실습 예제를 통해 여러분을 현장에서 필요한 딥러닝 기반의 컴퓨터 비전 전문가로 발돋움시켜 드릴 것입니다.,https://www.inflearn.com/course/딥러닝-컴퓨터비전-완벽가이드?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
AWS Certified Solutions Architect - Associate 자격증 준비하기,이 강의를 통해 AWS Certified Solutions Architect - Associate 자격증 준비와 AWS 서비스에 대한 전반적인 내용을 배울 수 있습니다.,https://www.inflearn.com/course/aws-자격증-어소시에이트?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
디지털포렌식전문가 2급 필기 핵심 요약집[전자책],비전공자도 1달 만에 100% 합격할 수 있는 디포전 2급 필기 핵심요약집입니다.,https://www.inflearn.com/course/디지털포렌식전문가-2급-필기-전자책?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
"[코드팩토리] [중급] Flutter 진짜 실전! 상태관리, 캐시관리, Code Generation, GoRouter, 인증로직 등 중수가 되기 위한 필수 스킬들!",이 강의를 통해 주니어급 Flutter 개발자가 중급 Flutter 개발자가 되기까지 필요한 필수 지식들을 단기간에 배워볼 수 있습니다.,https://www.inflearn.com/course/플러터-실전?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
실리콘밸리 엔지니어와 함께하는 리눅스 실전,"리눅스는 전 세계적으로 서버, 클라우드, 그리고 IoT 디바이스를 비롯한 다양한 플랫폼에서 널리 사용되는 운영 체제입니다. 여러분은 이 강의를 통해 리눅스의 깊은 이해를 바탕으로 IT 분야에서의 경쟁력을 한층 강화할 수 있습니다. 또한, 오픈 소스 기술에 대한 전문 지식을 습득함으로써 미래 기술 환경에 대비하고, 높은 수요의 직업 시장에서 두각을 나타낼 수 있습니다.",https://www.inflearn.com/course/실리콘밸리-엔지니어와-함께하는-리눅스-실전?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
피그마(Figma)를 활용한 UI디자인 입문부터 실전까지 A to Z,"디자인을 공부해본 적이 없는 비전공자 분들, 이제 막 UX디자인을 공부하기 시작한 학생들, UX 및 UI 디자인 취준생 분들을 위해 준비한 ""피그마로 UI디자인하기 A to Z"" 수업입니다. 포토샵 등 다른 툴을 전혀 모르는 분도 피그마만 활용해 UI디자인 전문가가 될 수 있도록 기초부터 고급 기능까지 알려드립니다.",https://www.inflearn.com/course/피그마-ui디자인?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
코딩 몰라도 OK! CursorAI로 시작하는 개발 생활 (웹/초급),제가 이 강의를 만든 이유는 하나입니다. “나 같은 비전공자가 자신의 아이디어를 실현할 수 있도록 돕고 싶다”는 마음 때문입니다.,https://www.inflearn.com/course/코딩몰라도-cursorai로-개발하기-웹초급?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
이해하면 인생이 바뀌는 네트워크 프로그래밍,Npcap 라이브러리를 이용해서 Wireshark 같은 패킷 분석기 프로그램 및 각종 네트워크 솔루션을 직접 개발하려는 분들을 위한 강의 입니다.,https://www.inflearn.com/course/이해하면-인생이-바뀌는-네트워크-프로그래밍?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
2주만에 통과하는 알고리즘 코딩테스트 (2024년),"단 2주 분량의 강의로 알고리즘을 쉽게 만들어 드리겠습니다. 우리는 편해지기 위해서 컴퓨터를 사용하는 건데, 여러분은 왜 컴퓨터를 위해서 많은 시간을 사용하시나요?",https://www.inflearn.com/course/2주만에-통과하는-알고리즘-코딩테스트?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
직장인을 위한 ChatGPT 및 생성형 AI로 업무 효율 높이기,동료들은 이미 챗GPT로 업무를 하고 있는데 이 모든 것을 수작업으로 하고 계신가요? 걱정하지 마세요! 이 강의를 들으면 당신도 AI 고수가 됩니다.,https://www.inflearn.com/course/직장인-chatgpt-생성형ai-업무효율?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
곰책으로 쉽게 배우는 최소한의 운영체제론,'넓고 얕게 외워서 컴공 전공자 되기' 강의를 끝낸 분들이 운영체제에 대해 좀 더 깊이 있는 공부를 할 수 있도록 제공되는 강의입니다.,https://www.inflearn.com/course/곰책-쉽게-배우는-운영체제?attributionToken=ChMyMTMzNDU0MjY1NTczMjAzODI0EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiy08dES9_HRErvy0RLz0YQSj_LRErLx0RL68dESjPLREr7y0RKp8tESrfLREg
머신러닝/딥러닝 소개 및 학습을 위한 파이썬 속성 과정,"머신러닝 및 딥러닝 전반에 대한 개요와 기본 도구 사용 방법, 그리고 학습에 필요한 파이썬 언어 지식을 단기간에 습득할 수 있습니다.",https://www.inflearn.com/course/머신러닝-딥러닝-파이썬-속성?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
리눅스 커널의 구조와 원리: 디버깅 - Advanced 실전 [저자 직강 1부-3],"시스템 소프트웨어에서 가장 많이 쓰이는, 최신 리눅스 커널(v6.1)의 가장 진보된 커널 메모리 덤프 디버깅 스킬을 ""디버깅을 통해 배우는 리눅스 커널의 구조와 원리""의 저자가 제대로 설명합니다.",https://www.inflearn.com/course/리눅스-커널-advanced-3?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
PySide6 파이썬 GUI,파이썬으로 GUI프로그램을 만들어 볼 수가 있어요.,https://www.inflearn.com/course/pyside6-파이썬-gui?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
[2024 리뉴얼] 처음하는 SQL과 데이터베이스(MySQL) 부트캠프 [입문부터 활용까지],"이 강의를 통해 SQL과 데이터베이스의 이해, SQL 문법, 실제 활용을 위한 데이터베이스 설계, 프로그래밍을 통한 데이터베이스 활용, 데이터 분석 활용 사례까지 익힐 수 있습니다.",https://www.inflearn.com/course/sql-db-mysql-파이썬-데이터분석?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
외워서 끝내는 네트워크 핵심이론 - 응용,"외워서 끝내는 네트워크 핵심이론 기초과정을 학습한 분들이 한 단계 깊은 이론들을 이해할 수 있도록 안내하는 강의입니다. 인터넷 공유기의 작동 원리인 NAT 기술을 비롯해 부하분산 시스템 원리, VPN 기술 원리 등 좀 더 깊은 이론들을 다룹니다. 이 강의 역시 '외워서' 끝내는 것이 목표입니다! 할 수 있습니다!",https://www.inflearn.com/course/네트워크-핵심이론-응용?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
엑셀로 만드는 딥러닝 프레임워크,"엑셀로 딥러닝 프레임워크를 직접 구현해보자!
구현한 프레임워크로 지도학습/ 비지도학습/강화학습을 풀어보자!",https://www.inflearn.com/course/엑셀로-만드는-딥러닝-프레임워크?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
CS 지식의 정석 | 디자인패턴 네트워크 운영체제 데이터베이스 자료구조,"국내 1위 ""면접을 위한 CS 전공지식노트"" 저자의 디자인패턴, 네트워크, 운영체제, 데이터베이스 등 CS 지식 강의! CS 면접에 필요한 모든 개념과 최신 기출을 다룬다!",https://www.inflearn.com/course/개발자-면접-cs-특강?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
정보전략계획(ISP) 수립 실무,이 강의를 통해서 정보전략계획(Information Strategic Planning)에 개념과 실무를 습득할 수 있습니다,https://www.inflearn.com/course/정보전략계획-수립-실무?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
[백문이불여일타] 데이터 분석을 위한 기초 SQL,"인프런 누적 수강생 10,000명 이상, 풍부한 온/오프라인 강의 경험을 가진 데이터리안의 SQL 기초 강의. 
SQL 기초 이론을 배우고, 해커랭크 문제 10개를 함께 풀어봅니다.",https://www.inflearn.com/course/백문이불여일타-데이터-분석-기초-sql?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
딥러닝 CNN 완벽 가이드 - Fundamental 편,"딥러닝·CNN 핵심 이론부터 다양한 CNN 모델 구현 방법, 실전 문제를 통한 실무 딥러닝 개발 노하우까지,
딥러닝 CNN 기술 전문가로 거듭나고 싶다면 이 강의와 함께하세요 :)",https://www.inflearn.com/course/딥러닝-cnn-완벽-기초?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
면접 전에 알고 가면 좋을 것들 - 신입 Java 백엔드 개발자편,"신입 Spring Java 백엔드 개발자로 취업을 원하는 사람, 특히 면접을 앞둔 사람이 미리 알고 가면 좋을 내용들에 대해 종합적으로 정리한 강의 입니다.",https://www.inflearn.com/course/면접-신입-java-백앤드-개발자?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
시니어 면접관이 알려주는 개발자 취업과 이직 한방에 해결하기 [이론편],"개발자 취업과 이직을 하기 위해 준비해야 할 이력서, 포트폴리오, 기술면접, 인성면접의 모든 과정을 한방에 정리한 커리어 가이드 강의입니다.
이론편에서는 나에게 맞는 회사를 찾아 채용공고를 분석하고 인터뷰와 코딩테스트를 준비하는 과정을 정리했습니다.",https://www.inflearn.com/course/시니어-면접관-알려주는-취업-이직-이론?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
이차전지 엔지니어를 위한 필수지식-설계/제조공정,"- 리튬 이온 전지의 설계와 제조 공정에 대하여 알 수 있습니다.
- mWh부터 KWh의 전지까지 적용되는 동일한 원리를 이해합니다.",https://www.inflearn.com/course/이차전지-엔지니어-필수지식-설계제조공정?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
카프카 완벽 가이드 - 코어편,"카프카(Kafka)의 핵심부터 내부 메커니즘에 대한 심화 수준의 내용까지, 상세한 이론 설명과 핸즈온 실습 & 실전 카프카 애플리케이션 개발 실습을 통해 카프카를 시작하는 사람도 단숨에 전문가 레벨로 도달할 수 있도록 강의를 구성했습니다.",https://www.inflearn.com/course/카프카-완벽가이드-코어?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
실습으로 배우는 핵심 네트워크 기술,패킷트레이서 실습을 통해서 네트워크의 기본을 단단히 다지는 네트워크 초급과정입니다.,https://www.inflearn.com/course/실습으로-배우는-핵심-네트워크-기술?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
[2024 업데이트] UX/UI 시작하기 : Figma 입문 (Inflearn Original),"전세계 가장 많은 사람들이 사용하는 협업 툴 피그마를 배워보세요! UI 디자인 스케치, 프로토타이핑 및 협업을 위한 디자인 도구 Figma(피그마)의 기본적인 사용법과 실무 활용법에 대해 학습해 봅니다.",https://www.inflearn.com/course/피그마-입문-인프런-오리지널-2024?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
"풀스택을 위한 도커와 최신 서버 기술(리눅스, nginx, AWS, HTTPS, flask 배포) [풀스택 Part3]","본 강의는 풀스택 강의 시리즈 Part3 강의로 최신 서버 기술과 도커 기술을 탄탄하게 익히는 강의입니다. 본 강의는 실질적으로 도커를 내 기술 스택에 포함시킬 수 있도록, 도커의 다양한 옵션을 한땀한땀 테스트하고, 도커를 위해 이해가 필요한 리눅스등 관련 기술도 익히고, 실제 복잡한 서비스까지 만들어볼 수 있도록 꾸몄습니다.",https://www.inflearn.com/course/서버기술-풀스택-3?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
카프카 완벽 가이드 - 커넥트(Connect) 편,카프카 커넥트(Kafka Connect)에 대한 깊이 있는 이론 설명과 현업에서 바로 사용될 수 있는 수준의 상세한 실습을 통해 여러분을 현장에서 필요로 하는 카프카 커넥트 기반의 데이터 연동 및 데이터 파이프라인 구축 전문가로 성장시켜 드릴 것입니다.,https://www.inflearn.com/course/카프카-완벽가이드-커넥트?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
비전공자를 위한 컴퓨터 구조,SW 개발자가 알아야 할 컴퓨터 구조와 동작 원리의 핵심을 그림으로 이해하기 쉽게 알려드립니다.,https://www.inflearn.com/course/그림으로-이해하는-컴퓨터구조?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
IntelliJ를 시작하시는 분들을 위한 IntelliJ 가이드,"IntelliJ 기반의 모든 IDE (IntelliJ, 안드로이드 스튜디오, Webstorm, PHPStorm, PyCharm) 의 중요한 기능들을 차례로 배워볼 수 있는 강의입니다.",https://www.inflearn.com/course/intellij-guide?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
삼각형의 실전! CMake 초급,CMake가 사용하기 어려우신가요? 이 강의를 듣고 나면 당신도 CMake 전문가입니다.,https://www.inflearn.com/course/실전-cmake-초급?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
[풀스택 완성] Supabase로 웹사이트 3개 클론하기 (Next.js 14),"풀스택 개발에 날개를 달아줄 Supabase!

3가지의 클론 프로젝트를 통해 Next.js 14와 Supabase로 실무 수준의 풀스택 개발을 하는 법을 속성으로 배우게 됩니다.",https://www.inflearn.com/course/요즘엔-supabase-대세지-nextjs-클론프로젝트?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
8시간 완성 SQLD(2과목),8시간 안에 끝내는 SQL 기본 및 활용 이론부터 노랭이 전문제 풀이까지,https://www.inflearn.com/course/sqld-완성-2과목?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
CPPG 개인정보관리사 자격증 취득하기 (개정안 반영),최신 법 개정안을 반영하고 최근 출제 경향을 반영하여 제작하였습니다. 개인정보에 대한 이해가 없으셔도 가장 쉽게 이해할 수 있도록 알려드릴 예정입니다. 믿고 따라오세요!,https://www.inflearn.com/course/cppg-개인정보관리사-취득하기?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
최신 딥러닝 기술 Vision Transformer 개념부터 Pytorch 구현까지,딥러닝 최신 기술 중 하나인 Vision Transformer를 공부하고 Pytorch를 이용하여 논문을 구현하는 강의입니다. 비전 분야의 새로운 미래를 저와 함께 경험해 봐요!,https://www.inflearn.com/course/딥러닝-비전트랜스포머?attributionToken=ChQxMzUwNTE5ODgxMzE5NTA4NTMzMhANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESrfLREozy0RK-8tESj_LREvrx0RK78tES89GEEqny0RI
