과목명,강의 내용,상세 URL,이미지 URL
"풀스택을 위한 탄탄한 프런트엔드 부트캠프 (HTML, CSS, 바닐라 자바스크립트 + ES6) [풀스택 Part2]","현업에서 실제 웹서비스를 개발한 경험을 기반으로, 입문자를 위한 실제 상용화도 가능한 수준의 웹과 앱서비스를 개발하는 것을 목표로 하는 풀스택 시리즈 강의입니다. 이를 위한 Part2 강의로 다양한 기술이 존재하는 프런트엔드 기술에서 반응형, 호환성까지 고려한 최신 HTML5, CSS3, 바닐라 자바스크립트 (Javascript) + ES6 를 모두 견고하게 싹 정리하는 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/프런트엔드-풀스택-2?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/course-326306-cover/4ea213de-f786-4af1-a9d0-b8932263885a?w=420
쉽게 설명하는 AWS 기초 강의,AWS 여정을 시작하기 위해 가장 필요한 내용을 담았습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/쉽게-설명하는-aws-기초?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/333984/cover/602a49cb-05ec-4d00-b506-cb81f0da96ee/333984.png?w=420
[왕초보편] 앱 8개를 만들면서 배우는 안드로이드 코틀린(Android Kotlin),"앱 8개를 만들면서 코틀린 문법을 이용하여 안드로이드 앱을 만들어봅니다.
8개의 실습자료 뿐만이 아니라, 다양한 이론 설명과 함께 안드로이드를 공부해봅니다.",https://www.inflearn.comhttps://www.inflearn.com/course/안드로이드-코틀린-모바일앱?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/327096/cover/fa1cbc3c-c0e8-4a3d-9f2a-1150b67f6457/327096-eng.png?w=420
[2024 리뉴얼] 처음하는 SQL과 데이터베이스(MySQL) 부트캠프 [입문부터 활용까지],"이 강의를 통해 SQL과 데이터베이스의 이해, SQL 문법, 실제 활용을 위한 데이터베이스 설계, 프로그래밍을 통한 데이터베이스 활용, 데이터 분석 활용 사례까지 익힐 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/sql-db-mysql-파이썬-데이터분석?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/324208/cover/85872a8e-d2bb-4c43-82fc-d55fa067746e/324208.png?w=420
"시작하는 PM/PO들에게 알려주고 싶은, 프로덕트의 모든 것",좋은 사수가 없어서 고군분투하는 주니어 PM/PO들에게 알려주고 싶은 것들을 꾹꾹 눌러 담았습니다. 일 잘하는 PM/PO들이 사용하는 각종 기법과 멘탈 모델(Mental Models)을 아낌없이 알려드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/시작하는-pmpo-모든것?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/332958/cover/63c0cd6c-37fd-4fdb-b2c6-bcd85506b479/332958.png?w=420
[개정판] 파이썬 머신러닝 완벽 가이드,이론 위주의 머신러닝 강좌에서 탈피하여 머신러닝의 핵심 개념을 쉽게 이해함과 동시에 실전 머신러닝 애플리케이션 구현 능력을 갖출 수 있도록 만들어 드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/파이썬-머신러닝-완벽가이드?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/324238/cover/7e380aa0-48ba-4ee7-a6b2-8da7900568d6/324238-eng.png?w=420
ChatGPT 고급 활용법 – 남들보다 100배 더 잘 쓰는 ChatGPT 비법 클래스,AI는 사람을 대체하지는 못할 것입니다. 하지만 ‘AI를 활용하는 당신’이 활용하지 못하는 모든 사람을 대체할 것입니다.,https://www.inflearn.comhttps://www.inflearn.com/course/chatgpt-고급-활용법?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/331254/cover/c408d9fc-6240-423b-92e2-3a161790ea86/331254-eng.jpg?w=420
[2024 업데이트] UX/UI 시작하기 : Figma 입문 (Inflearn Original),"전세계 가장 많은 사람들이 사용하는 협업 툴 피그마를 배워보세요! UI 디자인 스케치, 프로토타이핑 및 협업을 위한 디자인 도구 Figma(피그마)의 기본적인 사용법과 실무 활용법에 대해 학습해 봅니다.",https://www.inflearn.comhttps://www.inflearn.com/course/피그마-입문-인프런-오리지널-2024?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/332714/cover/325726bf-0b00-4e09-8b39-519824910a9d/332714.jpg?w=420
[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part1: C# 기초 프로그래밍 입문,"기초 프로그래밍 지식이 없는 사람들을 위한 C# 프로그래밍 기초 강의입니다.
문법 암기 위주의 수업이 아니라, 최대한 필요한 부분만을 요약해서 진행합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/유니티-mmorpg-개발-part1?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/324718/course_cover/9fa72fd8-ce56-4091-aa73-a31145acf37e/rookiss-rpg-1.png?w=420
비전공자를 위한 진짜 입문 올인원 개발 부트캠프,"왕초보도 할 수 있는 웹, 서버, 모바일 앱, 머신러닝까지 익히는 끝판왕 풀스택 강의!!
개발을 어디서부터 시작할지 막막했다면 이 강의를 강력 추천할게요. Javascript 하나로 진행합니다!",https://www.inflearn.comhttps://www.inflearn.com/course/올인원-개발클래스?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/326174/cover/b0536120-7de3-4aa8-8266-97cf3881e87d?w=420
그림으로 쉽게 배우는 자료구조와 알고리즘 (기본편),이 강의를 통해 선형 자료구조와 알고리즘을 배울 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/자료구조-알고리즘-기본?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/328971/cover/7686af10-86a1-427f-bc6b-9b2c3d2d25f8/328971-eng.png?w=420
[2024 최신] [코드팩토리] [초급] Flutter 3.0 앱 개발 - 10개의 프로젝트로 오늘 초보 탈출!,iOS 앱과 Android 앱을 코드 한번만 작성해서 모두 제작한다! 코드팩토리의 Flutter 초보 탈출 강의! 디테일한 이론과 흥미로운 프로젝트를 진행하며 탄탄한 기본기 쌓기!,https://www.inflearn.comhttps://www.inflearn.com/course/플러터-프로젝트?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/328329/cover/6f45774a-a1a6-422a-addc-6612321b0b8e/328329.png?w=420
개발자를 위한 쉬운 도커,"현업 개발자가 도커를 사용한 경험을 녹여낸 새로운 커리큘럼으로 기존 교재 및 강의와 차별된 강의를 제공합니다.
단순한 명령어 사용법이 아닌 도커를 왜 사용해야하는지 대한 근본적인 질문에서부터 출발합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/개발자를-위한-쉬운-도커?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/332726/cover/b0615cb4-9620-4448-b7b3-6d0b00ee204a/332726.png?w=420
엑셀 매크로와 VBA 기초부터 실무활용까지 완전 정복,복잡한 업무 단숨에 자동화! 엑셀 매크로와 VBA 기본부터 실무까지 완벽하게!,https://www.inflearn.comhttps://www.inflearn.com/course/엑셀-매크로-vba-기초-실무활용?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/325082/course_cover/2664b3cc-3f1e-4b3b-9ef5-dc4ea7967d47/kkj-macro.jpg?w=420
카페 24 베스트 쇼핑몰 디자인 클론코딩하기 (HTML + CSS),"카페 24에 올라온 베스트 쇼핑몰 디자인을 직접 클론코딩해보며
빠르게 HTML과 CSS를 학습할 수 있습니다. HTML + CSS에 대한 기본적인 이론을 학습하고 직접 클론코딩을 통해 쇼핑몰 디자인을 완성하여 이론에서 배웠던 내용을 적용하고 견고하게 HTML과 CSS의 틀을 잡을 수 있게 강의를 구성했습니다",https://www.inflearn.comhttps://www.inflearn.com/course/카페쇼핑몰-디자인-클론코딩하기?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/331831/cover/f42ac35d-8768-4baf-a625-e6737cae25a8/thumbnail-2.png?w=420
얄코의 객체지향 디자인 패턴,OODP의 25가지 패턴들을 통해 소프트웨어를 객체지향적으로 설계하는 다양한 방법들을 배웁니다.,https://www.inflearn.comhttps://www.inflearn.com/course/객체지향-디자인-패턴-얄코?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/334495/cover/153db3ab-b8b1-40dd-94b7-ddcc4ddcb3b6/334495.png?w=420
업무가 100배 빨라지는 엑셀 데이터 활용과 분석 노하우,본 과정은 엑셀의 기능을 설명하는 교육이 아니라 실제 업무 현장에서 사용되는 엑셀 예제를 이용하여 각 상황별로 어떠한 기능을 접목해야 가장 빠르고 효율적으로 업무를 수행할 수 있는지를 학습하는 과정입니다.,https://www.inflearn.comhttps://www.inflearn.com/course/엑셀-데이터-활용-분석?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/324314/course_cover/3ac91662-f368-4c3a-bb35-b69bf2500095/excel.jpg?w=420
ChatGPT로 원어민스러운 영어공부하는 방법 | 주요 중요 명령어 모음 pdf 제공,"Speaking부터 Reading, Writing, Grammar까지 영어 학습의 모든 것을 담은 커리큘럼! ChatGPT 하나로도 이 모든 것을 해결할 수 있어요.",https://www.inflearn.comhttps://www.inflearn.com/course/chatgpt-영어-공부?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/331281/cover/4e1800a0-228b-434b-8fd1-46c937f57753/331281-eng.png?w=420
갖고노는 MySQL 데이터베이스 by 얄코,비전공자도 이해할 수 있는 MySQL! 빠른 설명으로 필수개념만 훑은 뒤 사이트의 예제들과 함께 MySQL을 ‘갖고 놀면서’ 손으로 익힐 수 있도록 만든 강좌입니다.,https://www.inflearn.comhttps://www.inflearn.com/course/얄코-마이에스큐엘?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/327501/cover/8244ef74-09f3-4776-8893-b9cfefa22a18/썸네일_mysql_2 복사.png?w=420
Airflow 마스터 클래스,"데이터 파이프라인을 효율적으로 만들고 관리하기 위한 Orchestration 도구인 Airflow에 대해 배우는 강의입니다. 초보자도 차근차근 배울 수 있는 Airflow 마스터 클래스, 환영합니다!",https://www.inflearn.comhttps://www.inflearn.com/course/airflow-마스터-클래스?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/331648/cover/cbef8199-8caf-4742-b23a-351d4fc2cc3a/331648-eng.png?w=420
피그마 배리어블을 활용한 디자인 시스템 구축하기,배리어블은 일관된 사용자 경험을 제공하고 디자인 프로세스를 혁신적으로 개선할 수 있는 열쇠입니다. 피그마의 배리어블을 활용하여 함께 디자인 시스템을 만들어보세요!,https://www.inflearn.comhttps://www.inflearn.com/course/피그마-배리어블-디자인-시스템?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/332289/cover/5b65a944-ebb3-44a7-96b2-60ca5b0cd0ea/332289-eng.png?w=420
PM을 위한 데이터 리터러시(프로덕트 데이터 분석),"데이터를 활용하고 싶은 PM 분들을 위한 강의입니다. PM 직무에서 데이터를 활용하는 모든 과정이 포함된 강의로 이직 1일차의 삶부터 프로젝트 시작과 종료까지 업무의 흐름을 모두 담았습니다. 데이터 기반 사고부터 논리적 사고, 지표 정의, 로그 설계, 실험 설계, 데이터 문화 만들기 등을 모두 다루며 생각하는 힘을 키우기 위한 데이터 입문 강의입니다.

PM을 위한 강의로 만들었지만 데이터 분석가도 보면 좋을 내용으로 구성했습니다(실제로 많은 분석가분들이 수강해주셨어요)",https://www.inflearn.comhttps://www.inflearn.com/course/pm-데이터-리터러시?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/329416/cover/32d4b07f-caf1-4ce8-83d0-e4fe8ed7eca6/329416-eng.png?w=420
Blender(블렌더) 3.0 3D 그래픽의 입문 Part. 1,블렌더를 사용해서 3D 그래픽 작업을 하는 전반적인 작업 개념과 방법을 위주로 설명을 진행합니다,https://www.inflearn.comhttps://www.inflearn.com/course/블렌더-그래픽-입문?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/329890/cover/3a3ee0aa-1e45-41cc-bb5d-9b96fdd03f87/329890-eng.png?w=420
실무자를 위한 구글애널리틱스(GA4+GTM) 활용법(24년 Update),구글 애널리틱스 입문자를 위한 구체적이고 실용적인 강의입니다. 단편적인 기능보다 시나리오를 기반으로 한 분석을 진행하면서 GA4를 활용한 실질적인 분석 과정을 학습할 수 있습니다. GA4 최신 수정사항에 맞춰서 계속 업데이트 중입니다!,https://www.inflearn.comhttps://www.inflearn.com/course/실무자-ga4-활용법?attributionToken=ChQxNTQwNTE5NzM0MjUwMTE3NDM4NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADostPHREvPRhBKy8dESrfLREo_y0RL38dESjPLREvrx0RKp8tESu_LREr7y0RI,https://cdn.inflearn.com/public/courses/330944/cover/144c6ced-ef65-424c-842d-8295dcc4f884/MicrosoftTeams-image (2).png?w=420
8시간 완성 SQLD(2과목),8시간 안에 끝내는 SQL 기본 및 활용 이론부터 노랭이 전문제 풀이까지,https://www.inflearn.comhttps://www.inflearn.com/course/sqld-완성-2과목?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/333631/cover/ded37790-3c25-4c97-9d5a-fc4e8f47e973/333631.jpg?w=420
그림으로 쉽게 배우는 운영체제,이 강의를 통해 모든 개발자들이 필수로 알아야하는 운영체제의 원리를 알 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/비전공자-운영체제?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/328188/cover/8d712b5e-bec3-4ea6-b9b3-1354be13308d/328188-eng.png?w=420
14년차 마케터에게 배우는 데이터드리븐 디지털/퍼포먼스마케팅의 모든것,"디지털마케팅 기초/입문 강의입니다. 데이터를 기반으로 디지털마케팅을 설계하는 방법과 다양한 실무 사례를 다룹니다. 14년 동안 디지털마케팅 에이전시부터 대기업 인하우스마케터까지 다양한 분야의 마케팅을 경험했던 이야기, 알려주고 싶은 내용을  담았습니다. 디지털마케팅 전반을 이해하고 싶으신 분들에게 추천합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/데이터드리븐-디지털마케팅?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/334494/cover/83b2a903-7062-4dd3-978d-93eda9aab6cf/334494.png?w=420
외워서 끝내는 네트워크 핵심이론 - 응용,"외워서 끝내는 네트워크 핵심이론 기초과정을 학습한 분들이 한 단계 깊은 이론들을 이해할 수 있도록 안내하는 강의입니다. 인터넷 공유기의 작동 원리인 NAT 기술을 비롯해 부하분산 시스템 원리, VPN 기술 원리 등 좀 더 깊은 이론들을 다룹니다. 이 강의 역시 '외워서' 끝내는 것이 목표입니다! 할 수 있습니다!",https://www.inflearn.comhttps://www.inflearn.com/course/네트워크-핵심이론-응용?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/329541/cover/7aacdec4-870c-4f72-a1a1-3112d2386bc0/329541-eng.jpg?w=420
블렌더 지오메트리 노드 클래스 Part 1,"무료 오픈 소스 프로그램 블렌더를 가장 강력하게 활용할 수 있는 프로시져럴 워크 플로우 툴셋 지오메트리 노드 클래스입니다.

블렌더의 차세대 UI 지오메트리 노드를 블렌더 최신 버전인 4.2버전을 통해 기초 개념부터 살펴봅니다. 
지오메트리 노드의 핵심을 이루는 다중 입,출력 함수 처리 시스템 '필드'에 관해서 살펴보고, 지오메트리 노드를 언어적 관점에서 접근하여, 작업 진행을 위한 다양한 해결책을 주도적으로 찾아내는 능력을 키워나가기 위한 기초 체력을 다지게 됩니다. 
 컴퓨터 그래픽 작업으로 경험할 수 있는 가장 높은 수준의 창의적 쾌감을 가져다주는 지오메트리 노드의 세계로 초대합니다.",https://www.inflearn.comhttps://www.inflearn.com/course/지오메트리-노드-part1?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/334530/cover/c7fac4e9-c9f8-4a33-b831-b3be207c8baa/334530.jpg?w=420
"롱런하는 슈퍼 개발자가 되기 위한 필수 지식, IT 인프라 기초 총정리",혼자서 서비스 개발과 운영 전반을 소화할 수 있는 슈퍼 개발자로 오랫동안 활동하고 싶다면? 다양한 개발 언어 못지 않게 중요한 IT 인프라 지식을 기초부터 탄탄히 다져보세요!,https://www.inflearn.comhttps://www.inflearn.com/course/누구나-쉽게-이해하는-it-인프라-기초?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/331830/cover/0fc58941-59cb-49a4-a428-38951bac4806/인프런 타이틀.png?w=420
디지털포렌식 입문자를 위한 디지털포렌식 전문가 2급 실기 시험대비 강의(Encase/Autopsy),"어렵기만 했던 디지털 포렌식(Digital Forensics), 용어부터 답안 작성까지 쉽고 천천히 시작하는 입문자를 위한 디지털포렌식 전문가 2급 실기 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/입문-디지털포렌식-2급-실기?attributionToken=ChQxNDU2NjczMTk2ODAyNTI4Mzc3MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dESu_LREo_y0RKp8tESjPLREvrx0RLz0YQSrfLREr7y0RI,https://cdn.inflearn.com/public/courses/329766/cover/9adda387-b621-42a1-9f3b-aceb0acb2b4c/cover_encase_autopsy.jpg?w=420
